108906524, Dang Dinh Trang, 09535629127, 1; Xã Xuân Phú; Huyện Phúc Thọ; Thành phố Hà Nội,  Xe máy điện VinFast Klara S, 39900, 9, 359100
523139492, Ly Thu Doan, 09898730233, 85; Xã Ngọc Tảo; Huyện Phúc Thọ; Thành phố Hà Nội,  Máy sấy Electrolux 7 Kg EDV705HQWA, 7290, 1, 7290
607391226, Ho Hanh Nhat, 09302814414, 32; Xã Kim Nỗ; Huyện Đông Anh; Thành phố Hà Nội,  Smart Tivi Sony 4K 65 inch KD, 16979, 1, 16979
1434561191, Hoang Cam Hong, 09748826148, 51; Phường Trung Sơn Trầm; Thị xã Sơn Tây; Thành phố Hà Nội,  Máy Rửa Bát Electrolux ESF6010BW , 6790, 6, 40740
871032268, Nguyen Thu Loan, 09151582785, 74; Xã Thọ An; Huyện Đan Phượng; Thành phố Hà Nội,  Android Tivi Sony 4K 55 inch KD, 19400, 3, 58200
43306677, Kha Chau Tho, 09577894473, 96; Xã Kim Sơn; Thị xã Sơn Tây; Thành phố Hà Nội,  Máy sấy Electrolux 7 Kg EDV705HQWA, 6890, 6, 41340
2005847653, Phan Chau Hung, 09651634179, 7; Xã Kim Quan; Huyện Thạch Thất; Thành phố Hà Nội,  Smart Tivi Toshiba HD 32 inch 32L5650, 3190, 2, 6380
1083213365, Kha Dinh Phuc, 09695482353, 42; Phường Trúc Bạch; Quận Ba Đình; Thành phố Hà Nội,  Tủ lạnh Samsung Inverter 208 lít RT19M300BGS, 4269, 2, 8538
1348149936, Vuong Cam Loc, 09749575003, 97; Phường Đồng Xuân; Quận Hoàn Kiếm; Thành phố Hà Nội,  Smart Tivi LG 4K 49 inch 49SM8100PTA, 10979, 6, 65874
256014855, Bach Hoang Loan, 09394112296, 55; Xã Vân Phúc; Huyện Phúc Thọ; Thành phố Hà Nội,  Tủ Lạnh Aqua 130 lít AQR, 3690, 1, 3690
1431923044, Do Dai Linh, 09192468327, 100; Xã Tam Thuấn; Huyện Phúc Thọ; Thành phố Hà Nội,  Smart Tivi Samsung 4K 55 inch UA55TU7000, 10390, 8, 83120
1628852226, Bach Hanh Tam, 09039560971, 91; Xã Vân Phúc; Huyện Phúc Thọ; Thành phố Hà Nội,  Máy sấy Electrolux 8 Kg EDV805JQWA, 7890, 1, 7890
2145314073, An Chau Nhat, 09148089026, 35; Thị trấn Quốc Oai; Huyện Quốc Oai; Thành phố Hà Nội,  Smart Tivi Samsung HD 32 inch UA32N4300A, 4179, 8, 33432
43191781, Le Hanh Tho, 09907649955, 68; Xã Thanh Xuân; Huyện Sóc Sơn; Thành phố Hà Nội,  Smart Tivi LG 4K 55 inch 55SM8100PTA, 13890, 7, 97230
74790581, Phan Thi Lan, 09887970361, 19; Phường Cống Vị; Quận Ba Đình; Thành phố Hà Nội,  Máy giặt Electrolux Inverter 8 Kg EWF8025DGWA, 6590, 3, 19770
727361372, Tran Dai Thuong, 09518568556, 9; Xã La Phù; Huyện Hoài Đức; Thành phố Hà Nội,  Smart Tivi Samsung 4K 65 inch UA65TU7000, 15749, 9, 141741
1285660480, Bach Van Tam, 09151829818, 44; Xã Lại Yên; Huyện Hoài Đức; Thành phố Hà Nội,  Smart Tivi LG HD 32 inch 32LM570BPTC, 3990, 7, 27930
115231246, Bui Xuan Hong, 09575050335, 27; Xã Đường Lâm; Thị xã Sơn Tây; Thành phố Hà Nội,  Máy Rửa Chén Electrolux ESF6010BW , 6709, 9, 60381
1808785575, Mac Thu Tam, 09011874384, 94; Xã Kim Đường; Huyện Ứng Hòa; Thành phố Hà Nội,  Máy Giặt Sấy LG Inverter 9 Kg FV1409G4V , 12479, 7, 87353
480652093, Bach Chau Lan, 09825472142, 42; Xã Bột Xuyên; Huyện Mỹ Đức; Thành phố Hà Nội,  Loa Soundbar 2, 1590, 8, 12720
1633730684, AnhHoang Doan, 09257517845, 98; Xã Vân Côn; Huyện Hoài Đức; Thành phố Hà Nội,  Tủ lạnh Samsung Inverter 208 lít RT19M300BGS, 4299, 8, 34392
385695446, Dang Chau Lan, 09386895269, 58; Xã Đan Phượng; Huyện Đan Phượng; Thành phố Hà Nội,  Smart Tivi LG 4K 55 inch 55UN7000PTA, 9290, 9, 83610
1277714276, Hoa Dinh Lan, 09001535222, 20; Xã Tiến Thắng; Huyện Mê Linh; Thành phố Hà Nội,  Máy giặt Toshiba Inverter 8, 6049, 6, 36294
1854850379, Dang Cam Hien, 09691775765, 99; Xã Vạn Điểm; Huyện Thường Tín; Thành phố Hà Nội,  Smart Tivi QLED Samsung 4K 50 inch QA50Q65TA, 13879, 8, 111032
1597700001, Tran Xuan Tuyet, 09284644871, 68; Xã Thọ Lộc; Huyện Phúc Thọ; Thành phố Hà Nội,  Máy giặt Samsung Inverter 8 kg WW80J52G0KW, 6199, 3, 18597
408394719, Phan Van Loc, 09527844963, 45; Xã Kiêu Kỵ; Huyện Gia Lâm; Thành phố Hà Nội,  Magic Remote tivi LG 2019 AN, 390000, 9, 3510000
532306421, Pham Van Hien, 09028780728, 48; Xã Xuân Nộn; Huyện Đông Anh; Thành phố Hà Nội,  Smart Tivi Samsung 4K 43 inch UA43TU7000, 7779, 4, 31116
57144345, Diep Van Thuong, 09916774952, 95; Xã Phúc Lâm; Huyện Mỹ Đức; Thành phố Hà Nội,  Smart Tivi Samsung Full HD 43 inch UA43T6000, 6590, 6, 39540
499816206, Trinh Van Hue, 09637887266, 96; Phường Điện Biên; Quận Ba Đình; Thành phố Hà Nội,  Máy Nước Nóng Ariston SMC45PE, 2579, 8, 20632
1602430825, AnhThu Doan, 09724135715, 90; Phường Phúc Xá; Quận Ba Đình; Thành phố Hà Nội,  Loa Thanh Samsung 2, 2490, 1, 2490
462458748, Bui Duc Loc, 09830015715, 26; Xã Hiệp Thuận; Huyện Phúc Thọ; Thành phố Hà Nội,  Loa thanh soundbar LG 2, 1880, 6, 11280
800859143, An Huu Dung, 09516915356, 18; Xã Bột Xuyên; Huyện Mỹ Đức; Thành phố Hà Nội,  Smart Tivi Samsung 4K 50 inch UA50RU7100, 9553, 6, 57318
1759600652, Vu Chau Nhat, 09990158671, 99; Xã Yên Bình; Huyện Thạch Thất; Thành phố Hà Nội,  Smart Tivi Samsung 4K 55 inch UA55TU8500, 12190, 7, 85330
610855327, Diep Thu Doan, 09773098379, 98; Phường Quảng An; Quận Tây Hồ; Thành phố Hà Nội,  Smart Tivi LG Full HD 43 inch 43LM5700PTC, 5879, 4, 23516
1673648229, An Thu Lan, 09396985987, 14; Xã Minh Châu; Huyện Ba Vì; Thành phố Hà Nội,  Smart Tivi Samsung 4K 50 inch UA50TU7000, 8479, 6, 50874
1264976397, Phan Dai Tuyet, 09036036996, 44; Xã Thủy Xuân Tiên; Huyện Chương Mỹ; Thành phố Hà Nội,  Smart Tivi Samsung 4K 55 inch UA55TU8100, 11290, 1, 11290
370199079, Tran Duc Hong, 09985301280, 93; Xã Phù Lưu Tế; Huyện Mỹ Đức; Thành phố Hà Nội,  Máy giặt Toshiba Inverter 8, 5999, 3, 17997
675795394, Ly Hanh Si, 09282044307, 77; Xã Thạch Thán; Huyện Quốc Oai; Thành phố Hà Nội,  Smart Tivi Samsung 4K 70 inch UA70RU7200, 17599, 8, 140792
52177975, Ho Chau Trang, 09597906779, 5; Xã Hữu Văn; Huyện Chương Mỹ; Thành phố Hà Nội,  AdAndroid tivi box Ram 4G, 799000, 9, 7191000
781897849, Diep Dinh Nhat, 09193227277, 18; Thị trấn Phúc Thọ; Huyện Phúc Thọ; Thành phố Hà Nội,  Máy Lạnh Sharp Inverter 1 HP AH, 5899, 6, 35394
904712150, Tran Van Nong, 09837704693, 42; Xã Hạ Mỗ; Huyện Đan Phượng; Thành phố Hà Nội,  Máy Nước Nóng Ariston SB35E, 1490, 6, 8940
1312884290, Tran Hoang Nong, 09924525478, 90; Xã Lê Lợi; Huyện Thường Tín; Thành phố Hà Nội,  Smart Tivi LG 4K 43 inch 43UM7400PTA, 7190, 6, 43140
251789105, Chu Van Si, 09497805174, 84; Xã Hồng Thái; Huyện Phú Xuyên; Thành phố Hà Nội,  AdTủ ướp, 24950, 4, 99800
1276703145, Chu Hoang Si, 09593052307, 46; Thị trấn Thường Tín; Huyện Thường Tín; Thành phố Hà Nội,  Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế , 1327, 7, 9289
2040640838, Ngo Hoang Thuong, 09592058927, 75; Phường Ngô Thì Nhậm; Quận Hai Bà Trưng; Thành phố Hà Nội,  Tủ Lạnh Sharp Inverter 556L SJ, 14499, 9, 130491
1736721676, Kha Dinh Phuong, 09440708638, 98; Xã Phú Cường; Huyện Ba Vì; Thành phố Hà Nội,  Smart Tivi Sony 4K 55 inch KD, 11279, 4, 45116
483478508, Ngo Xuan Thuong, 09423789611, 89; Xã Minh Tân; Huyện Phú Xuyên; Thành phố Hà Nội,  AdGiá Treo Màn Hình Máy Tính North Bayou NB, 500000, 3, 1500000
1892647355, Ngo Dinh Hien, 09015111728, 27; Phường Bạch Mai; Quận Hai Bà Trưng; Thành phố Hà Nội,  Máy giặt Electrolux Inverter 8 Kg EWF8025DGWA, 6650, 7, 46550
1196316121, Hoa Chau Nhat, 09009483620, 66; Phường Khương Đình; Quận Thanh Xuân; Thành phố Hà Nội,  Smart Tivi Toshiba Full HD 40 inch 40L5650, 4279, 7, 29953
1743142433, AnhDai Si, 09421682953, 69; Xã Vạn Phúc; Huyện Thanh Trì; Thành phố Hà Nội,  Android Tivi Sony 4K 55 Inch KD, 13779, 8, 110232
1022959057, Bach Thi Thuong, 09044257215, 98; Xã Yên Sở; Huyện Hoài Đức; Thành phố Hà Nội,  AdGiá Treo Tivi Góc Xoay Nhập Khẩu North Bayou P4 , 208000, 7, 1456000
118793117, Trinh Dai Nhi, 09407449609, 93; Xã Tốt Động; Huyện Chương Mỹ; Thành phố Hà Nội,  Tivi LED Sharp HD 32 inch 2T, 2490, 9, 22410
1543609356, Diep Dai Phuc, 09254079506, 1; Phường Thịnh Quang; Quận Đống Đa; Thành phố Hà Nội,  Máy sấy Electrolux 7 Kg EDV705HQWA, 7290, 4, 29160
1839990532, Chu Cam Tam, 09169139876, 15; Phường Ngọc Hà; Quận Ba Đình; Thành phố Hà Nội,  Smart Tivi Sony 4K 65 inch KD, 16979, 5, 84895
956354524, Nguyen Huu Hong, 09840088695, 11; Phường Tây Tựu; Quận Bắc Từ Liêm; Thành phố Hà Nội,  Máy Rửa Bát Electrolux ESF6010BW , 6790, 7, 47530
1682870720, Ho Hanh Si, 09232179284, 87; Xã Nguyễn Trãi; Huyện Thường Tín; Thành phố Hà Nội,  Android Tivi Sony 4K 55 inch KD, 19400, 4, 77600
1648560050, AnhHuu Hong, 09798668290, 65; Xã Vân Từ; Huyện Phú Xuyên; Thành phố Hà Nội,  Máy sấy Electrolux 7 Kg EDV705HQWA, 6890, 3, 20670
514746756, Dang Dai Duyen, 09440404745, 79; Xã Tráng Việt; Huyện Mê Linh; Thành phố Hà Nội,  Smart Tivi Toshiba HD 32 inch 32L5650, 3190, 6, 19140
1284597976, Trinh Dinh Hien, 09744143241, 12; Phường Đồng Mai; Quận Hà Đông; Thành phố Hà Nội,  Tủ lạnh Samsung Inverter 208 lít RT19M300BGS, 4269, 8, 34152
1585079341, Mac Thu Linh, 09598235959, 40; Phường Hàng Mã; Quận Hoàn Kiếm; Thành phố Hà Nội,  Smart Tivi LG 4K 49 inch 49SM8100PTA, 10979, 9, 98811
893843152, Phan Van Doan, 09659628061, 63; Xã Phú Thị; Huyện Gia Lâm; Thành phố Hà Nội,  Tủ Lạnh Aqua 130 lít AQR, 3690, 4, 14760
1173744899, Dang Xuan Dong, 09244839744, 64; Xã Vạn Thái; Huyện Ứng Hòa; Thành phố Hà Nội,  Smart Tivi Samsung 4K 55 inch UA55TU7000, 10390, 2, 20780
345736151, Ngo Xuan Trang, 09046893589, 70; Phường Yết Kiêu; Quận Hà Đông; Thành phố Hà Nội,  Máy sấy Electrolux 8 Kg EDV805JQWA, 7890, 9, 71010
1844224722, Dang Van Phuc, 09068671031, 62; Xã Hồng Vân; Huyện Thường Tín; Thành phố Hà Nội,  Smart Tivi Samsung HD 32 inch UA32N4300A, 4179, 5, 20895
1253425503, Dang Hoang Hung, 09130410871, 43; Phường Bạch Mai; Quận Hai Bà Trưng; Thành phố Hà Nội,  Smart Tivi LG 4K 55 inch 55SM8100PTA, 13890, 9, 125010
1655335498, Chu Duc Si, 09287659245, 25; Xã Phương Tú; Huyện Ứng Hòa; Thành phố Hà Nội,  Máy giặt Electrolux Inverter 8 Kg EWF8025DGWA, 6590, 2, 13180
573068001, Ly Hanh Dung, 09854965399, 16; Xã Kim Nỗ; Huyện Đông Anh; Thành phố Hà Nội,  Smart Tivi Samsung 4K 65 inch UA65TU7000, 15749, 4, 62996
89736012, Trinh Dai Nhi, 09296190186, 4; Xã An Khánh; Huyện Hoài Đức; Thành phố Hà Nội,  Smart Tivi LG HD 32 inch 32LM570BPTC, 3990, 6, 23940
659633490, AnhDuc Dung, 09749428189, 17; Xã Tốt Động; Huyện Chương Mỹ; Thành phố Hà Nội,  Máy Rửa Chén Electrolux ESF6010BW , 6709, 4, 26836
1149480616, Hoang Dai Phuc, 09807238067, 17; Phường Trung Hoà; Quận Cầu Giấy; Thành phố Hà Nội,  Máy Giặt Sấy LG Inverter 9 Kg FV1409G4V , 12479, 7, 87353
557824700, Dang Thi Cong, 09688337077, 45; Phường Phú Thịnh; Thị xã Sơn Tây; Thành phố Hà Nội,  Loa Soundbar 2, 1590, 3, 4770
1593613745, Pham Xuan Nhi, 09912525240, 64; Phường Phúc Diễn; Quận Bắc Từ Liêm; Thành phố Hà Nội,  Tủ lạnh Samsung Inverter 208 lít RT19M300BGS, 4299, 4, 17196
450166831, Hoang Xuan Thuong, 09562040885, 60; Phường Quốc Tử Giám; Quận Đống Đa; Thành phố Hà Nội,  Smart Tivi LG 4K 55 inch 55UN7000PTA, 9290, 8, 74320
369040236, Duong Thi Trang, 09386778122, 69; Xã Tô Hiệu; Huyện Thường Tín; Thành phố Hà Nội,  Máy giặt Toshiba Inverter 8, 6049, 6, 36294
526473916, Diep Thu Phuong, 09824781522, 60; Xã Quất Động; Huyện Thường Tín; Thành phố Hà Nội,  Smart Tivi QLED Samsung 4K 50 inch QA50Q65TA, 13879, 2, 27758
814480572, Bach Dinh Hong, 09202230828, 24; Phường Lê Đại Hành; Quận Hai Bà Trưng; Thành phố Hà Nội,  Máy giặt Samsung Inverter 8 kg WW80J52G0KW, 6199, 8, 49592
914207626, Hoa Thi Hien, 09418390998, 30; Phường Giang Biên; Quận Long Biên; Thành phố Hà Nội,  Magic Remote tivi LG 2019 AN, 390000, 1, 390000
1989559544, Bach Van Nghi, 09859852074, 51; Phường Liên Mạc; Quận Bắc Từ Liêm; Thành phố Hà Nội,  Smart Tivi Samsung 4K 43 inch UA43TU7000, 7779, 6, 46674
59388571, Vu Dinh Nhi, 09834259344, 85; Phường Nguyễn Du; Quận Hai Bà Trưng; Thành phố Hà Nội,  Smart Tivi Samsung Full HD 43 inch UA43T6000, 6590, 5, 32950
1711300589, Ho Hanh Tuyet, 09562511219, 70; Phường Phú Thịnh; Thị xã Sơn Tây; Thành phố Hà Nội,  Máy Nước Nóng Ariston SMC45PE, 2579, 7, 18053
580515052, Kha Dinh Nhat, 09187587059, 96; Xã Bình Yên; Huyện Thạch Thất; Thành phố Hà Nội,  Loa Thanh Samsung 2, 2490, 6, 14940
698270643, Le Hoang Trang, 09006561289, 9; Xã Khánh Hà; Huyện Thường Tín; Thành phố Hà Nội,  Loa thanh soundbar LG 2, 1880, 3, 5640
1984049693, AnhHoang Lan, 09111302370, 59; Xã Việt Long; Huyện Sóc Sơn; Thành phố Hà Nội,  Smart Tivi Samsung 4K 50 inch UA50RU7100, 9553, 1, 9553
1944603282, Hoang Duc Loc, 09504024290, 67; Xã Mỹ Lương; Huyện Chương Mỹ; Thành phố Hà Nội,  Smart Tivi Samsung 4K 55 inch UA55TU8500, 12190, 2, 24380
393736881, Le Xuan Doan, 09705418568, 100; Xã Lê Lợi; Huyện Thường Tín; Thành phố Hà Nội,  Smart Tivi LG Full HD 43 inch 43LM5700PTC, 5879, 9, 52911
1138642560, Phan Thu Doan, 09141876192, 34; Xã Cổ Loa; Huyện Đông Anh; Thành phố Hà Nội,  Smart Tivi Samsung 4K 50 inch UA50TU7000, 8479, 5, 42395
938727503, Chu Thu Dong, 09565865309, 12; Phường Ngọc Khánh; Quận Ba Đình; Thành phố Hà Nội,  Smart Tivi Samsung 4K 55 inch UA55TU8100, 11290, 1, 11290
1778272059, Ly Huu Lan, 09796129850, 88; Xã Phú Cát; Huyện Quốc Oai; Thành phố Hà Nội,  Máy giặt Toshiba Inverter 8, 5999, 5, 29995
888580314, Tran Hoang Nong, 09687042990, 34; Xã Tân Hội; Huyện Đan Phượng; Thành phố Hà Nội,  Smart Tivi Samsung 4K 70 inch UA70RU7200, 17599, 5, 87995
768056160, Trinh Thi Phuc, 09892512693, 12; Xã Bột Xuyên; Huyện Mỹ Đức; Thành phố Hà Nội,  AdAndroid tivi box Ram 4G, 799000, 8, 6392000
195679003, Kha Hanh Loc, 09369435428, 3; Xã Tản Lĩnh; Huyện Ba Vì; Thành phố Hà Nội,  Máy Lạnh Sharp Inverter 1 HP AH, 5899, 9, 53091
979539864, Ho Dai Hien, 09649417655, 39; Thị trấn Trạm Trôi; Huyện Hoài Đức; Thành phố Hà Nội,  Máy Nước Nóng Ariston SB35E, 1490, 7, 10430
516856346, An Hanh Si, 09141404390, 8; Xã Tích Giang; Huyện Phúc Thọ; Thành phố Hà Nội,  Smart Tivi LG 4K 43 inch 43UM7400PTA, 7190, 6, 43140
233255107, An Xuan Phuong, 09744662267, 32; Xã Cần Kiệm; Huyện Thạch Thất; Thành phố Hà Nội,  AdTủ ướp, 24950, 3, 74850
1160927574, Kha Hoang Phuong, 09228621065, 5; Xã Yên Bài; Huyện Ba Vì; Thành phố Hà Nội,  Android Tivi Box Xiaomi Mibox S 4K Global Quốc Tế , 1327, 2, 2654
1820803223, Duong Van Loc, 09160867405, 74; Xã Văn Nhân; Huyện Phú Xuyên; Thành phố Hà Nội,  Tủ Lạnh Sharp Inverter 556L SJ, 14499, 5, 72495
597799211, Kha Thi Hue, 09247181145, 85; Xã Phượng Dực; Huyện Phú Xuyên; Thành phố Hà Nội,  Smart Tivi Sony 4K 55 inch KD, 11279, 2, 22558
1282838611, Vu Xuan Nong, 09828254453, 35; Xã Ba Vì; Huyện Ba Vì; Thành phố Hà Nội,  AdGiá Treo Màn Hình Máy Tính North Bayou NB, 500000, 4, 2000000
2080202844, Pham Xuan Linh, 09189021614, 57; Xã Thượng Cốc; Huyện Phúc Thọ; Thành phố Hà Nội,  Máy giặt Electrolux Inverter 8 Kg EWF8025DGWA, 6650, 4, 26600
935425948, Chu Cam Thuong, 09099398772, 90; Xã Xuân Nộn; Huyện Đông Anh; Thành phố Hà Nội,  Smart Tivi Toshiba Full HD 40 inch 40L5650, 4279, 2, 8558
2123611996, Mac Duc Nong, 09620242234, 42; Xã Thanh Liệt; Huyện Thanh Trì; Thành phố Hà Nội,  Android Tivi Sony 4K 55 Inch KD, 13779, 7, 96453
368603632, Vuong Thu Hong, 09165677690, 77; Xã Lưu Hoàng; Huyện Ứng Hòa; Thành phố Hà Nội,  AdGiá Treo Tivi Góc Xoay Nhập Khẩu North Bayou P4 , 208000, 7, 1456000
1778405076, Dang Thi Loc, 09129948442, 69; Xã Tân Hưng; Huyện Sóc Sơn; Thành phố Hà Nội,  Tivi LED Sharp HD 32 inch 2T, 2490, 8, 19920
976713386, Hoa Van Doan, 09237440119, 75; Xã Minh Tân; Huyện Phú Xuyên; Thành phố Hà Nội,  Máy sấy Electrolux 7 Kg EDV705HQWA, 7290, 8, 58320
256880834, AnhXuan Hong, 09480015119, 95; Xã Phượng Cách; Huyện Quốc Oai; Thành phố Hà Nội,  Smart Tivi Sony 4K 65 inch KD, 16979, 9, 152811
954046568, Trinh Xuan Dong, 09528841797, 56; Xã Đồng Tiến; Huyện Ứng Hòa; Thành phố Hà Nội,  Máy Rửa Bát Electrolux ESF6010BW , 6790, 8, 54320
1547759874, Diep Van Trang, 09484490410, 16; Xã Mỹ Hưng; Huyện Thanh Oai; Thành phố Hà Nội,  Android Tivi Sony 4K 55 inch KD, 19400, 6, 116400
730786207, Vu Hanh Linh, 09736163541, 11; Xã Đông Dư; Huyện Gia Lâm; Thành phố Hà Nội,  Máy sấy Electrolux 7 Kg EDV705HQWA, 6890, 1, 6890
864803856, Hoang Duc Tho, 09504491255, 29; Xã Đan Phượng; Huyện Đan Phượng; Thành phố Hà Nội,  Smart Tivi Toshiba HD 32 inch 32L5650, 3190, 3, 9570
589084896, Dang Hanh Nghi, 09593983264, 89; Xã Hữu Văn; Huyện Chương Mỹ; Thành phố Hà Nội,  Tủ lạnh Samsung Inverter 208 lít RT19M300BGS, 4269, 8, 34152
850234402, Ngo Hoang Nghi, 09023370334, 22; Xã Cao Thành; Huyện Ứng Hòa; Thành phố Hà Nội,  Smart Tivi LG 4K 49 inch 49SM8100PTA, 10979, 3, 32937
533407276, Hoang Huu Nhi, 09126391250, 18; Xã Đường Lâm; Thị xã Sơn Tây; Thành phố Hà Nội,  Tủ Lạnh Aqua 130 lít AQR, 3690, 3, 11070
1379345154, Hoang Duc Tuyet, 09439781136, 89; Xã Đồng Tâm; Huyện Mỹ Đức; Thành phố Hà Nội,  Smart Tivi Samsung 4K 55 inch UA55TU7000, 10390, 8, 83120
568033913, Tran Thu Dung, 09056958313, 79; Xã Xuân Giang; Huyện Sóc Sơn; Thành phố Hà Nội,  Máy sấy Electrolux 8 Kg EDV805JQWA, 7890, 5, 39450
1381164876, Trinh Dai Hue, 09700206513, 31; Phường Trung Hoà; Quận Cầu Giấy; Thành phố Hà Nội,  Smart Tivi Samsung HD 32 inch UA32N4300A, 4179, 5, 20895
1087330509, Bui Thi Hien, 09955175836, 69; Xã Dũng Tiến; Huyện Thường Tín; Thành phố Hà Nội,  Smart Tivi LG 4K 55 inch 55SM8100PTA, 13890, 5, 69450
1825512440, Kha Thu Tho, 09674491413, 83; Phường Trung Sơn Trầm; Thị xã Sơn Tây; Thành phố Hà Nội,  Máy giặt Electrolux Inverter 8 Kg EWF8025DGWA, 6590, 6, 39540
288714391, Ngo Dinh Nhat, 09272873356, 69; Phường Chương Dương; Quận Hoàn Kiếm; Thành phố Hà Nội,  Smart Tivi Samsung 4K 65 inch UA65TU7000, 15749, 4, 62996
1257210964, Bui Hoang Duyen, 09198882476, 79; Xã Phú Minh; Huyện Sóc Sơn; Thành phố Hà Nội,  Smart Tivi LG HD 32 inch 32LM570BPTC, 3990, 8, 31920
853069115, Diep Xuan Phuc, 09904396191, 69; Xã Thượng Lâm; Huyện Mỹ Đức; Thành phố Hà Nội,  Máy Rửa Chén Electrolux ESF6010BW , 6709, 7, 46963
931788433, Duong Cam Tam, 09435357437, 4; Xã Liên Trung; Huyện Đan Phượng; Thành phố Hà Nội,  Máy Giặt Sấy LG Inverter 9 Kg FV1409G4V , 12479, 2, 24958
1117439507, Diep Dai Tam, 09411560733, 98; Xã Thụy An; Huyện Ba Vì; Thành phố Hà Nội,  Loa Soundbar 2, 1590, 7, 11130
1061301134, Dang Hanh Hung, 09340236610, 15; Phường Liên Mạc; Quận Bắc Từ Liêm; Thành phố Hà Nội,  Tủ lạnh Samsung Inverter 208 lít RT19M300BGS, 4299, 1, 4299
288987156, Vu Van Loc, 09796802928, 44; Xã Cao Viên; Huyện Thanh Oai; Thành phố Hà Nội,  Smart Tivi LG 4K 55 inch 55UN7000PTA, 9290, 8, 74320
1546605025, Duong Dai Thuong, 09844507122, 89; Xã Phụng Châu; Huyện Chương Mỹ; Thành phố Hà Nội,  Máy giặt Toshiba Inverter 8, 6049, 4, 24196
648591887, Kha Thu Hong, 09115772660, 10; Xã Hồng Kỳ; Huyện Sóc Sơn; Thành phố Hà Nội,  Smart Tivi QLED Samsung 4K 50 inch QA50Q65TA, 13879, 7, 97153
256852637, Le Thi Dong, 09605433870, 24; Phường Thượng Thanh; Quận Long Biên; Thành phố Hà Nội,  Máy giặt Samsung Inverter 8 kg WW80J52G0KW, 6199, 9, 55791
480139589, Kha Xuan Si, 09982935015, 18; Xã Yên Bài; Huyện Ba Vì; Thành phố Hà Nội,  Magic Remote tivi LG 2019 AN, 390000, 9, 3510000
1610010544, Tran Xuan Nghi, 09604832096, 59; Xã Minh Tân; Huyện Phú Xuyên; Thành phố Hà Nội,  Smart Tivi Samsung 4K 43 inch UA43TU7000, 7779, 5, 38895
1153260808, Hoa Huu Tho, 09561892621, 62; Phường Minh Khai; Quận Bắc Từ Liêm; Thành phố Hà Nội,  Smart Tivi Samsung Full HD 43 inch UA43T6000, 6590, 2, 13180
1814485881, Dang Hoang Si, 09438886046, 68; Thị trấn Chúc Sơn; Huyện Chương Mỹ; Thành phố Hà Nội,  Máy Nước Nóng Ariston SMC45PE, 2579, 4, 10316
1796414567, Do Dinh Hong, 09319866475, 59; Phường Thanh Lương; Quận Hai Bà Trưng; Thành phố Hà Nội,  Loa Thanh Samsung 2, 2490, 6, 14940
867034396, Hoa Dai Phuc, 09359704014, 35; Xã Dương Liễu; Huyện Hoài Đức; Thành phố Hà Nội,  Loa thanh soundbar LG 2, 1880, 7, 13160
1570548677, Ho Xuan Linh, 09040574580, 71; Phường Thịnh Quang; Quận Đống Đa; Thành phố Hà Nội,  Smart Tivi Samsung 4K 50 inch UA50RU7100, 9553, 1, 9553
1490109062, Hoang Xuan Doan, 09012079240, 63; Xã Trầm Lộng; Huyện Ứng Hòa; Thành phố Hà Nội,  Smart Tivi Samsung 4K 55 inch UA55TU8500, 12190, 8, 97520
308713720, Diep Xuan Nhat, 09608349774, 16; Xã Hồng Thái; Huyện Phú Xuyên; Thành phố Hà Nội,  Smart Tivi LG Full HD 43 inch 43LM5700PTC, 5879, 7, 41153
231000888, AnhCam Nhat, 09331414834, 1; Xã Bích Hòa; Huyện Thanh Oai; Thành phố Hà Nội,  Smart Tivi Samsung 4K 50 inch UA50TU7000, 8479, 5, 42395
1928974487, Phan Duc Loc, 09547885871, 51; Xã Tiền Yên; Huyện Hoài Đức; Thành phố Hà Nội,  Smart Tivi Samsung 4K 55 inch UA55TU8100, 11290, 3, 33870
1861067897, Bach Thu Phuc, 09093268584, 72; Phường Thượng Thanh; Quận Long Biên; Thành phố Hà Nội,  Máy giặt Toshiba Inverter 8, 5999, 8, 47992
868826324, Le Van Dung, 09897702390, 13; Xã Dục Tú; Huyện Đông Anh; Thành phố Hà Nội,  Smart Tivi Samsung 4K 70 inch UA70RU7200, 17599, 2, 35198
1622711515, Dang Dinh Lan, 09037059081, 76; Xã Lệ Chi; Huyện Gia Lâm; Thành phố Hà Nội,  AdGiá Treo Tivi Góc Xoay Nhập Khẩu North Bayou P4 , 208000, 8, 1664000
2017599352, Hoa Duc Doan, 09372713780, 49; Xã Vân Hòa; Huyện Ba Vì; Thành phố Hà Nội,  Máy Lạnh Sharp Inverter 1 HP AH, 5899, 9, 53091
1025522934, Nguyen Hoang Loc, 09490200892, 42; Phường Bồ Đề; Quận Long Biên; Thành phố Hà Nội,  Máy Nước Nóng Ariston SB35E, 1490, 3, 4470
260200916, Pham Thi Linh, 09232317265, 50; Phường Đồng Nhân; Quận Hai Bà Trưng; Thành phố Hà Nội,  Smart Tivi LG 4K 43 inch 43UM7400PTA, 7190, 3, 21570
920089920, Mac Duc Doan, 09955669683, 9; Phường Phương Liên; Quận Đống Đa; Thành phố Hà Nội,  AdGiá treo ti vi có tay kéo XOAY TRÁI PHẢI NBP6, 428500, 8, 3428000
